255744	271	-290	124	0.09
327456	410	-248	115	0.15
421632	408	-306	120	0.2
543456	489	-220	93	0.29
701568	532	-337	109	0.4
903744	569	-289	137	0.45
1166400	681	-322	108	0.57
1505088	692	-374	144	0.54
1940544	740	-318	169	0.57
2505600	838	-510	187	0.66
3236544	829	-287	200	0.64
4180032	987	-474	286	0.55
5396544	1023	-385	359	0.55
6969888	1067	-638	519	0.64
9000288	1172	-830	585	0.72
